name_am,name_en,coordinates
Ռիգայի փողոց,Rhigayi poghots,"(40.1997099, 44.50998395)"
Մարո Մարգարյան փողոց,Maro Margaryan poghots,"(40.200085585205784, 44.51082987548449)"
Մարո Մարգարյան փողոց,Maro Margaryan poghots,"(40.200085585205784, 44.51082987548449)"
Վահագն Դավթյանի փողոց,Vahagn Davtyani poghots,"(40.20063974840898, 44.51139278923623)"
"['Վահագն Դավթյանի փողոց', 'Բաբայան փողոց']","['Vahagn Davtyani poghots', 'Babayan poghots']","(40.200068654983, 44.512009481347164)"
Աբովյան փողոց,Abovyan poghots,"(40.19176983100029, 44.52963826810237)"
"['Մխիթար Հերացի փողոց', 'Մյասնիկյանի պողոտա']","['Mkhitar Heratsi poghots', 'Myasnikyani poghota']","(40.19155257724246, 44.53027464711577)"
Ռուբինյանց փողոց,Rhowbinyants poghots,"(40.20499341371117, 44.55585358956094)"
Ֆրիկի փողոց,Friki poghots,"(40.18693573846311, 44.505127087935044)"
Դերենիկ Դեմիրճյանի փողոց,Derenik Demirchyani poghots,"(40.18711243121664, 44.50686036649024)"
Դերենիկ Դեմիրճյանի փողոց,Derenik Demirchyani poghots,"(40.18714552590898, 44.50495310403072)"
Ֆրիկի փողոց,Friki poghots,"(40.18589815, 44.50505455)"
Կոնդ,Kond,"(40.18589815, 44.50505455)"
Կոնդ,Kond,"(40.186353, 44.50509505)"
Ֆրիկի փողոց,Friki poghots,"(40.186607300000006, 44.50511525)"
Կոնդ,Kond,"(40.186607300000006, 44.50511525)"
Կոնդ,Kond,"(40.18468571886723, 44.502027108812165)"
Հյուսիսային ճառագայթ,Hyowsisayin charhagayt,"(40.20045257645473, 44.51647144992997)"
Բաբայան փողոց,Babayan poghots,"(40.19942509855819, 44.51806245391109)"
Բաբայան փողոց,Babayan poghots,"(40.19954667654982, 44.51575199880896)"
Հյուսիսային ճառագայթ,Hyowsisayin charhagayt,"(40.20045257645473, 44.51647144992997)"
Հրաչյա Ներսիսյան փողոց,Hrachya Nersisyan poghots,"(40.206324439327105, 44.52924022769118)"
Վահե Վահյան փողոց,Vahe Vahyan poghots,"(40.20486330692182, 44.52941820740132)"
Ներսիսյան փակուղի,Nersisyan pakowghi,"(40.2057431020302, 44.53131187614989)"
Հրաչյա Ներսիսյան փողոց,Hrachya Nersisyan poghots,"(40.20402474026578, 44.5322149885643)"
Ներսիսյան փակուղի,Nersisyan pakowghi,"(40.2057431020302, 44.53131187614989)"
Ներսիսյան փակուղի,Nersisyan pakowghi,"(40.20604795145825, 44.532726556208864)"
Ներսիսյան փակուղի,Nersisyan pakowghi,"(40.206880705519836, 44.53197502143017)"
Ներսիսյան փակուղի,Nersisyan pakowghi,"(40.20604795145825, 44.532726556208864)"
"['Ազատության պողոտա', 'Սարալանջի փողոց']","['Azatowtyan poghota', 'Saralanji poghots']","(40.19316458713734, 44.52117475797027)"
Ազատության պողոտա,Azatowtyan poghota,"(40.197274586884326, 44.51809431345784)"
Աննա Տեր-Ավետիքյան փողոց,Anna Ter-Avetikyan poghots,"(40.20028255, 44.488619400000005)"
Աննա Տեր-Ավետիքյան փողոց,Anna Ter-Avetikyan poghots,"(40.2005371, 44.487544150000005)"
Նիկոլ Դումանի փողոց,Nikol Dowmani poghots,"(40.1994548369994, 44.48791433406714)"
Նիկոլ Դումանի փողոց,Nikol Dowmani poghots,"(40.20145330939894, 44.48897174994312)"
Դավթաշենի 6-րդ փողոց,Davtasheni 6-rd poghots,"(40.214208299999996, 44.48229005)"
Դավթաշենի 6-րդ փողոց,Davtasheni 6-rd poghots,"(40.215106899999995, 44.48070485)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.214236549999995, 44.48108045)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.21508762939695, 44.48189903981306)"
Դավթաշենի 5-րդ փողոց,Davtasheni 5-rd poghots,"(40.21334295, 44.481454799999995)"
Դավթաշենի 5-րդ փողոց,Davtasheni 5-rd poghots,"(40.2142394, 44.47987865)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.21338635, 44.4802458)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.214236549999995, 44.48108045)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.21338635, 44.4802458)"
Դավթաշենի 4-րդ փողոց,Davtasheni 4-rd poghots,"(40.2134186, 44.4790618)"
Դավթաշենի 4-րդ փողոց,Davtasheni 4-rd poghots,"(40.2125102, 44.48063575)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.212604219911626, 44.479457560895646)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.21427165, 44.47869465)"
Դավթաշենի 4-րդ փողոց,Davtasheni 4-rd poghots,"(40.2134186, 44.4790618)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.213633758886594, 44.47801888483865)"
Դավթաշենի 4-րդ փողոց,Davtasheni 4-rd poghots,"(40.21415533598636, 44.477776187585704)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.2149113, 44.47931165)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.21427165, 44.47869465)"
Դավթաշենի 5-րդ փողոց,Davtasheni 5-rd poghots,"(40.2142394, 44.47987865)"
Դավթաշենի 5-րդ փողոց,Davtasheni 5-rd poghots,"(40.21534810939018, 44.477877243533044)"
Անդրանիկ Իոսիֆյան փողոց,Andranik Iosifyan poghots,"(40.214171050000004, 44.48349235)"
Անդրանիկ Իոսիֆյան փողոց,Andranik Iosifyan poghots,"(40.2133147, 44.4826644)"
Դավթաշենի 6-րդ փողոց,Davtasheni 6-rd poghots,"(40.2132283, 44.48397265)"
Դավթաշենի 6-րդ փողոց,Davtasheni 6-rd poghots,"(40.214208299999996, 44.48229005)"
Դավթաշեն 7-րդ փողոց,Davtashen 7-rd poghots,"(40.21777640245817, 44.47752986786994)"
Դավթաշեն 1-ին փողոց 2-րդ նրբանցք,Davtashen 1-in poghots 2-rd nrbantsk,"(40.21685127476658, 44.47868275449178)"
Դավթաշեն 7-րդ փողոց,Davtashen 7-rd poghots,"(40.21787264497018, 44.47598355887147)"
Դավթաշեն 7-րդ փողոց,Davtashen 7-rd poghots,"(40.215949, 44.4815168)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.2159223, 44.48270495)"
Դավթաշեն 7-րդ փողոց,Davtashen 7-rd poghots,"(40.21505744931452, 44.48310656693717)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.21508762939695, 44.48189903981306)"
Դավթաշենի 8-րդ փողոց,Davtasheni 8-rd poghots,"(40.21588935, 44.48391265)"
Դավթաշենի 8-րդ փողոց,Davtasheni 8-rd poghots,"(40.21678675, 44.482324500000004)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.2159223, 44.48270495)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.21673390611017, 44.483489105827964)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.21844355, 44.48270275)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.217621449999996, 44.48191115)"
Դավթաշենի 9-րդ փողոց,Davtasheni 9-rd poghots,"(40.218793103417305, 44.48097989623312)"
Դավթաշենի 9-րդ փողոց,Davtasheni 9-rd poghots,"(40.217569464918625, 44.483073896399574)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.216813450000004, 44.48113635)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.2161481, 44.4804903)"
Դավթաշեն 7-րդ փողոց,Davtashen 7-rd poghots,"(40.215949, 44.4815168)"
Դավթաշեն 7-րդ փողոց,Davtashen 7-rd poghots,"(40.21717561496188, 44.47937586169047)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.2161481, 44.4804903)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.21572115, 44.4800784)"
Դավթաշեն 1-ին փողոց 2-րդ նրբանցք,Davtashen 1-in poghots 2-rd nrbantsk,"(40.21685127476658, 44.47868275449178)"
Դավթաշենի 6-րդ փողոց,Davtasheni 6-rd poghots,"(40.215106899999995, 44.48070485)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.21572115, 44.4800784)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.21534365, 44.479718500000004)"
Դավթաշենի 8-րդ փողոց,Davtasheni 8-rd poghots,"(40.21678675, 44.482324500000004)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.217621449999996, 44.48191115)"
Դավթաշենի 1-ին փողոց,Davtasheni 1-in poghots,"(40.216813450000004, 44.48113635)"
Դավթաշենի 8-րդ փողոց,Davtasheni 8-rd poghots,"(40.217973855065075, 44.48019960602447)"
Դավթաշենի 9-րդ փողոց,Davtasheni 9-rd poghots,"(40.215759, 44.4863468)"
Անդրանիկ Իոսիֆյան փողոց,Andranik Iosifyan poghots,"(40.21658922747464, 44.485830131745146)"
Անդրանիկ Իոսիֆյան փողոց,Andranik Iosifyan poghots,"(40.21583643757547, 44.485102362856566)"
Դավթաշենի 9-րդ փողոց,Davtasheni 9-rd poghots,"(40.216691552452914, 44.484682219373504)"
Դավթաշենի 9-րդ փողոց,Davtasheni 9-rd poghots,"(40.217569464918625, 44.483073896399574)"
Դավթաշենի 9-րդ փողոց,Davtasheni 9-rd poghots,"(40.216691552452914, 44.484682219373504)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.21673390611017, 44.483489105827964)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.21756506551222, 44.4843151216353)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.2216314, 44.4842297)"
Դավթաշենի 1-ին թաղամաս,Davtasheni 1-in taghamas,"(40.2216314, 44.4842297)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.22181765, 44.48413805)"
Դավթաշենի 1-ին թաղամաս,Davtasheni 1-in taghamas,"(40.22181765, 44.48413805)"
Վրացական փողոց 2-րդ նրբանցք,Vratsakan poghots 2-rd nrbantsk,"(40.20594434797292, 44.5115418587182)"
Ռիգայի փողոց,Rhigayi poghots,"(40.200016649999995, 44.509777)"
Սլավիկ Չիլոյան փողոց,Slavik Chiloyan poghots,"(40.200595378344104, 44.510358372727715)"
Սլավիկ Չիլոյան փողոց,Slavik Chiloyan poghots,"(40.19999529152987, 44.50881888836271)"
Ռիգայի փողոց,Rhigayi poghots,"(40.20058340233788, 44.509397703519745)"
Ռիգայի փողոց,Rhigayi poghots,"(40.201163, 44.50902025)"
Հրաչյա Թամրազյան փողոց,Hrachya Tamrazyan poghots,"(40.20051166154272, 44.50830632354308)"
Ռիգայի փողոց,Rhigayi poghots,"(40.20058340233788, 44.509397703519745)"
Հրաչյա Թամրազյան փողոց,Hrachya Tamrazyan poghots,"(40.2011893269008, 44.51001597346963)"
Ռիգայի փողոց,Rhigayi poghots,"(40.201733000000004, 44.5086394)"
Ռիգայի փողոց,Rhigayi poghots,"(40.201163, 44.50902025)"
Ռուբեն Սևակի փողոց,Rhowben Sewaki poghots,"(40.20181646932954, 44.50967507108498)"
Ռուբեն Սևակի փողոց,Rhowben Sewaki poghots,"(40.20103602949247, 44.50780552994)"
Շարիմանյան փողոց,Sharimanyan poghots,"(40.19098033630019, 44.52949907355642)"
Մխիթար Հերացի փողոց,Mkhitar Heratsi poghots,"(40.19072906319512, 44.529519735340926)"
Բաշինջաղյան փողոց,Bashinjaghyan poghots,"(40.199323, 44.468463099999994)"
Ջանիբեկյան փողոց,Janibekyan poghots,"(40.199989450000004, 44.467212149999995)"
Բաշինջաղյան փողոց,Bashinjaghyan poghots,"(40.20038085, 44.468619649999994)"
Ջանիբեկյան փողոց,Janibekyan poghots,"(40.1997634998922, 44.469875977251036)"
Մարգարյան փողոց,Margaryan poghots,"(40.20426932181766, 44.47087729346734)"
Բաշինջաղյան փողոց,Bashinjaghyan poghots,"(40.20494091786528, 44.468547593666905)"
Բաշինջաղյան փողոց,Bashinjaghyan poghots,"(40.20361810624125, 44.468731126239135)"
Մուշավան 6-րդ փողոց,Mowshavan 6-rd poghots,"(40.144123527953866, 44.56577169130059)"
Մուշավան 5-րդ փողոց,Mowshavan 5-rd poghots,"(40.1433660890955, 44.56978774373889)"
Մուշավան 5-րդ փողոց,Mowshavan 5-rd poghots,"(40.14494969692303, 44.56628624461542)"
Զավարյան փողոց,Zavaryan poghots,"(40.167266999999995, 44.516086900000005)"
Տոլստոյի փողոց,Tolstoyi poghots,"(40.16888293263451, 44.51622355075755)"
Տոլստոյի փողոց,Tolstoyi poghots,"(40.16673132995985, 44.516967277556354)"
Զավարյան փողոց,Zavaryan poghots,"(40.16750597253049, 44.517269727974394)"
Քաջազնունի փողոց,Kajaznowni poghots,"(40.16944620865678, 44.519903376688156)"
Քաջազնունի փողոց,Kajaznowni poghots,"(40.16761854725583, 44.52073371257171)"
Զավարյան փողոց,Zavaryan poghots,"(40.16796309643003, 44.51914606650573)"
Զավարյան փողոց,Zavaryan poghots,"(40.16849871813037, 44.52129669484542)"
Նուբարաշեն 20-րդ փողոց,Nowbarashen 20-rd poghots,"(40.0873031, 44.553562299999996)"
Նուբարաշեն 9-րդ փողոց,Nowbarashen 9-rd poghots,"(40.0865783, 44.55114535)"
"['Նուբարաշեն 9-րդ փողոց', 'Ջրաշենի խճուղի']","['Nowbarashen 9-rd poghots', 'Jrasheni khchowghi']","(40.081137871157495, 44.5493127192743)"
Նուբարաշեն 20-րդ փողոց,Nowbarashen 20-rd poghots,"(40.086680520346185, 44.55241146549278)"
Նուբարաշեն 8-րդ փողոց,Nowbarashen 8-rd poghots,"(40.092067090063864, 44.5473253134009)"
Նուբարաշեն 10-րդ փողոց,Nowbarashen 10-rd poghots,"(40.092010099999996, 44.5491365)"
Նուբարաշեն 12-րդ փողոց,Nowbarashen 12-rd poghots,"(40.09088667238012, 44.54936716443839)"
Նուբարաշեն 10-րդ փողոց,Nowbarashen 10-rd poghots,"(40.091437970122925, 44.54821320009202)"
Նուբարաշեն 17-րդ փողոց,Nowbarashen 17-rd poghots,"(40.08613875, 44.545680000000004)"
Նուբարաշեն 17-րդ փողոց,Nowbarashen 17-rd poghots,"(40.0864762, 44.545316299999996)"
Նուբարաշեն 17-րդ փողոց,Nowbarashen 17-rd poghots,"(40.08613875, 44.545680000000004)"
"['Բ-10 միկրոշրջան', 'Բ-3 միկրոշրջան']","['B-10 mikroshrjan', 'B-3 mikroshrjan']","(40.085363482101556, 44.54405114522743)"
Ղափանցյան փողոց,Ghapantsyan poghots,"(40.21468380779327, 44.520763913503885)"
Նիկողայոս Ադոնցի փողոց,Nikoghayos Adontsi poghots,"(40.21359575502368, 44.52028969220259)"
"['Նիկողայոս Ադոնցի փողոց', 'Գրիբոյեդով փողոց']","['Nikoghayos Adontsi poghots', 'Griboyedov poghots']","(40.21471290988555, 44.51616478653093)"
Նիկողայոս Տիգրանյան փակուղի,Nikoghayos Tigranyan pakowghi,"(40.21201344434258, 44.51975823183958)"
Նիկողայոս Տիգրանյան փողոց,Nikoghayos Tigranyan poghots,"(40.212625298134405, 44.52084662049136)"
Նիկողայոս Տիգրանյան փողոց,Nikoghayos Tigranyan poghots,"(40.21056281413444, 44.52065838607332)"
Նիկողայոս Տիգրանյան փակուղի,Nikoghayos Tigranyan pakowghi,"(40.21201344434258, 44.51975823183958)"
Ղափանցյան փողոց,Ghapantsyan poghots,"(40.21839113572243, 44.52457234460325)"
Ղափանցյան փողոց,Ghapantsyan poghots,"(40.21468380779327, 44.520763913503885)"
Ղափանցյան փողոց,Ghapantsyan poghots,"(40.2200599470887, 44.51436467083326)"
Քանաքեռ 2-րդ փողոց,Kanakerh 2-rd poghots,"(40.220988966116636, 44.532044491961955)"
Քանաքեռ 6-րդ փողոց,Kanakerh 6-rd poghots,"(40.22107968991841, 44.532517624218436)"
Քանաքեռ 2-րդ փողոց,Kanakerh 2-rd poghots,"(40.22320098650085, 44.53190710635548)"
Քանաքեռ 5-րդ փողոց,Kanakerh 5-rd poghots,"(40.217904644574034, 44.535049587567826)"
Զաքարիա Սարկավագի փողոց,Zakaria Sarkavagi poghots,"(40.217096096698924, 44.53502809513169)"
Զաքարիա Սարկավագի փողոց,Zakaria Sarkavagi poghots,"(40.21767991286739, 44.53591429318048)"
Աղասի փողոց,Aghasi poghots,"(40.216430916117844, 44.53355225595765)"
Քանաքեռ 2-րդ փողոց,Kanakerh 2-rd poghots,"(40.21818465, 44.53292075)"
Քանաքեռ 2-րդ փողոց 2-րդ նրբանցք,Kanakerh 2-rd poghots 2-rd nrbantsk,"(40.2185469854325, 44.53198344820227)"
Քանաքեռ 2-րդ փողոց,Kanakerh 2-rd poghots,"(40.217920418754545, 44.5331579235157)"
Աղասի փողոց,Aghasi poghots,"(40.21947937021211, 44.53434656760441)"
Աղասի փողոց,Aghasi poghots,"(40.218261324618354, 44.53367814013839)"
Աղասի փողոց 1-ին նրբանցք,Aghasi poghots 1-in nrbantsk,"(40.21852159174121, 44.53347749440407)"
Աղասի փողոց 1-ին նրբանցք,Aghasi poghots 1-in nrbantsk,"(40.21894702765267, 44.534259574417526)"
Ֆանարջյան փողոց 1-ին նրբանցք,Fanarjyan poghots 1-in nrbantsk,"(40.22093390513274, 44.53614753185179)"
Ֆանարջյան փողոց,Fanarjyan poghots,"(40.2204297, 44.53719555)"
Քանաքեռ 6-րդ փողոց 1-ին նրբանցք,Kanakerh 6-rd poghots 1-in nrbantsk,"(40.21995095, 44.53639895)"
Ֆանարջյան փողոց 1-ին նրբանցք,Fanarjyan poghots 1-in nrbantsk,"(40.22093390513274, 44.53614753185179)"
Ֆանարջյան փողոց,Fanarjyan poghots,"(40.22022324605981, 44.53555742875734)"
Ֆանարջյան փողոց 2-րդ փակուղի,Fanarjyan poghots 2-rd pakowghi,"(40.21975370920323, 44.53936029071714)"
Ֆանարջյան փողոց 2-րդ փակուղի,Fanarjyan poghots 2-rd pakowghi,"(40.21975370920323, 44.53936029071714)"
Ֆանարջյան փողոց,Fanarjyan poghots,"(40.22070799486271, 44.53939787972007)"
Ֆանարջյան փողոց,Fanarjyan poghots,"(40.219723999659266, 44.54024388295089)"
Աղասի փողոց,Aghasi poghots,"(40.216430916117844, 44.53355225595765)"
Աղասի փողոց,Aghasi poghots,"(40.218261324618354, 44.53367814013839)"
Քանաքեռ 2-րդ փողոց,Kanakerh 2-rd poghots,"(40.21742994396474, 44.53412085292476)"
Քանաքեռ 2-րդ փողոց,Kanakerh 2-rd poghots,"(40.217920418754545, 44.5331579235157)"
Ղափանցյան փողոց,Ghapantsyan poghots,"(40.21839113572243, 44.52457234460325)"
"['Քանաքեռ մանկական քաղաք փողոց', 'Ղափանցյան փողոց']","['Kanakerh mankakan kaghak poghots', 'Ghapantsyan poghots']","(40.22959523312719, 44.530620935756325)"
